"HolderAddress","Balance","PendingBalanceUpdate"
"0xd90dbbd781bd3a759df60fd8e02c0be9abd5ec08","40000","No"
"0xf525e72a329a7296c8c00f0c74cdafc5863f9bcf","43768.169031023","No"
"0x17df57ff4a50f59e4e01ff71f585cd2c4568f2ff","1084334.54414923","No"
"0xbe64d44e6864c6887d6a3ca3c478b3c604436589","453251","No"
"0x7d620195e985ee4821f5df304e96a175da65a4f1","28782.364129337","No"
"0x54ba3c97c80986b7d40ee5da8eeee2cc94b78317","1000000","No"
"0xb7073b6082e8b77ab667fac3ab02e88b2c3937d3","23082.964658264","No"
"0x4d525b0f923813c162fdb5faf81467eaa6ce5062","1005919.20937627","No"
"0xb4a0d18a8e9e01ed83743c535b2ce0516c59e22a","346376.00870948","No"
"0x67779908adbcd6ff9f88a904ca8af6073c69070e","1009252.57112616","No"
"0x7af73fdd420db7f2d7cb685764cddeb431ff9ddb","535881.698760948","No"
"0x519fe9ffa9f6ba4724c8fcbaa0ff03d1d8b6a5ac","193549.58605039","No"
"0x8e4fd4a7d4d70c2051f7958a256519b3d3671cff","9098952.57083528","No"
"0xeb6390f45b6acdd17f18578f100cda4e6c85d875","1225595.31890665","No"
"0xa540b89418f6b1dbee602e17e22ff082dd92aff6","1548031.30441928","No"
"0x952ccc62999ed6f919620d0cdf33c7c721f85b13","176805.802283326","No"
"0x35af19dcf06d1efa4536346bddcb11e36c04d8e2","89607.608599861","No"
"0xb56eaf268a105ea8f9b0e9f95e7da7f643f81ca1","21498.941353227","No"
"0x5cf725240932c1334f679edfef351ea4b742f4b9","37530067.8425508","No"
"0x605e4f01567455e5f4af24966a5b6396255ecda5","1545748.05889999","No"
"0x38a280949d29b7b0a6475cd70d856c6ccd9ae355","8599046.99137971","No"
"0x7da0cca4bbd10dfe9a6a1f7c3042967e2aa305f3","1868197.57863908","No"
"0x9dbc895af7bea98915ae29092643056d36f4f522","178426.958612036","No"
"0x7140d3e0e3ff236976e4dccca1cf6cec71eba861","116661.156866949","No"
"0x0470c362f5fbbbafbfded91adf51e4713a9f4f6d","217370.408372821","No"
"0x6ed92c560eee043b1eea45a678d7a2f32147d61c","0.000846891","No"
"0xa3680ec35f437841f1230ddaba106275af5499c5","2000116.73143646","No"
"0x59b3014ab748b0a8a63341428e658b16f5dfa8a1","36892.207916586","No"
"0xff6c8e5cbc25edf0b4c1c77d7c4f9c10c2a04122","1901102.11455413","No"
"0xe05ec892d7dc1211e5f5ce2922bc319521001380","169445.205902106","No"
"0x5fa25e7436394fd79ada74aa0331c2847b939b15","327628.422936225","No"
"0xb25ee8f76ba91698ef573609f5f868c96e7a13a9","1000","No"
"0x6b0578e996711b764c2f80549d8ddd26b65f4736","10158.284924885","No"
"0x72bb1f55b845c40286bcdcb98137d7dfd80c5a7c","150000","No"
"0x26794bf2bdce311eb77dd67ceac78d18c85eee47","136914.501971394","No"
"0xadcb14f1bfc664731ecb9e48b79a8973e96731da","320325.45699073","No"
"0x057fa3f640599817e4f0fb0427ed5a2b87f92fa7","145129.699451281","No"
"0x85bd6a9db48c95ce164b642c60e716fe7ca86338","5499.727294635","No"
"0x93745bc3143711537ae2d3aab0117af0e5bc3fe7","1.06810331","No"
"0x91f40e3a0a2a0eb5408b10c2ed126e962bc2d37e","53718.066073364","No"
"0x8ba7af3a1d65ebe874d389082eea8e0411020497","274103.928586","No"
"0x8d1b878509562fe8c097536e6e8da5bdeed05d1b","0.153227712","No"
"0xd8abcfec16cae6e4bee297daab7643b37e593aab","510000","No"
"0xf65a7e86156120f6e4c23343e2bdfe89582ed1bb","228872.08668003","No"
"0x0000606ec42c2f4673b8a0e12c59451bfdcd8502","1E-09","No"
"0x0331defba145f4b551008ee0c24e0fb55a81f723","16740945.7584424","No"
"0xbacefae03632e6633cac3b2cacc773c9552ec713","0.002472911","No"
"0x3d6e8396a441064894c382b9bb746919fcf219fc","0.003539864","No"
"0x23321c07c835c22001eac603f9b1822772b0384c","3748824.75579167","No"
"0x98468c0e9342d4e0ac3e09257251fab192992092","1037088.77412893","No"
"0xa5025faba6e70b84f74e9b1113e5f7f4e7f4859f","222662.496276332","No"
"0x1c9ba72ee99ddc72130b9392fd3c51c4f6f01aa7","2893305.7813098","No"
"0x2786f80ace8aea4609d2ce8ea497df5300a297ce","1249919.12523991","No"
"0xfd0e78d4f392d5e30cfde941fd0ebde93db607e2","696878.694156605","No"
"0x0f30c4569fff9610c600afe18312b4a994f4e621","10000","No"
"0x5eac11fb3fc9fe234709e8bdf9a3e3ce4829d64e","871099.519922618","No"
"0x48e061fea818a0e185114e1a189a11f2c8bf071b","787931.278355262","No"
"0x33005e1d091941a84935171b83594968464e40a0","133006.140938726","No"
"0x757f1bb97e2ad0ba83f39074af6b66ad35a06a5c","55161.760100243","No"
"0xca18fcb1cefa36be78103be56b63e2b71ea9c8af","1726885.07997283","No"
"0x7ccb771dbc63af3341719737cdbbb268c63fbd2b","4664.490912608","No"
"0x8356516a940d426fefd76c2e8d1e4df0bccecb58","832808.30605581","No"
"0x903055dab0a4538f05acc6a51e9f3c0b62608a8f","100000.434448339","No"
"0x4d4ea70176a8ed922a4f3ab7c5691936f8506fdd","1000000","No"
"0x709a98f5fddc3b0d19d0288ba28f084b68688120","1399917.97904981","No"
"0x5fd8600b02dcb0bbadbc05f7a9bd95eb69b69943","16979.401578608","No"
"0x502460b07a3a546b2f09a74d061249d9daffb05a","675301.717294109","No"
"0x1f447028e8e3e8162e490e3fc911f039dc354d78","70000","No"
"0xd4cd453ec70f48518fc8b5662659dc719d7057d3","332679.759646128","No"
"0x59a11708a14caa42b4a74e27fb1d37cc20d9d128","217220.973341373","No"
"0x7295b5df758353b6e6bd5e51307d399e75baa73d","314988.57657815","No"
"0x61ac1c0a3908714b134548db2102beb0f6918bc9","47732.036076841","No"
"0x6232035f7a8a14e76ed16dcb756118455e060db3","1717993.00149263","No"
"0x4d12971e28f783ce9209e44ea39e6eab1c36b7b3","152964.649041106","No"
"0x0d889acec19ea492622e5a2b1e700e3dd8df88bb","4769440.26003136","No"
"0xc92361a2592c5d27d8148062182b6e6625270a31","1063312.45466585","No"
"0x589eec7f2d73bde5cf59ef68179dd76426232aac","1288096.69686838","No"
"0xdfcfb7242b846023f979a0fd2210c13afd070984","181645.129540378","No"
"0x58a7049694ab77d9e0b6ac36f8045e085781b480","2E-09","No"
"0x03dd34664e123e74a838e7548e6ca4fdbd4bd885","1621976.02268607","No"
"0xd2fc64ea8b37672b7887a2bf846ad070ae56adf9","283641.375759819","No"
"0x1011b69534cf067dc0e8151c141a003a14884683","8226093.83005199","No"
"0x05bfeafe5da7e6833b92b44858ef908b0eabcf66","13004.239648615","No"
"0xd39d21ce7962479cd16dea1db29c4dd04721cd8e","1036824.24845241","No"
"0x7a1aab9737b675a23a42473792ca066486fd20a3","560768.228420404","No"
"0xe533a12482c88cf8d623be1d199516246af9ee8e","2000","No"
"0x609852878da49907a95cca7d151f1b2367bc156d","25000","No"
"0xbba7e07ad1548be9b0a33051f0fc817834f939f6","1859.145790944","No"
"0xd99a9d22e61993275af840260a059102cedbb1de","499058.138602939","No"
"0xeb68127cfeadbf865ef4df0dbe288d4e53e05948","8640.994710229","No"
"0x936e187ad12a21cfb7b976e07c8e9116bded978f","58466.462813418","No"
"0xbb50e608c4198bfce8135b4ca4bef9e2c45d1ade","281121.796227008","No"
"0xcc0a02e66559be9bb53440c2ccf43a5968c5aae1","98753.177704084","No"
"0x42664ff42c5f61af2992867a7640c841145c00e1","33416.871010013","No"
"0x002bb885c5664eff6f8368138e6a0c9b56bde8fe","1053126.22696821","No"
"0x6187ef74c2cd591e09300d9ab2f4c54655abec3a","1000707.90490326","No"
"0x1a66e5d621f6c4a21cf0d6529822cebd13034134","18651.990577938","No"
"0x23a60b56b13319c5391a6a4330f5413c203fbe84","570835.98412068","No"
"0xdfaaee9a520d9b5c9d1d5f2954125854353e02af","170052.425135059","No"
"0x1d786ba81d2231b9c8cf9f694fcd38a68a2d3750","1786759.56697273","No"
"0x250456bdb8df4acc85b810f0417c1a5918fec630","17234.7824036","No"
"0x547bc67657a705deea35edd4cf41d6439cbb230c","202802","No"
"0x496491e6a7c67baa5333b810471ac873af8f5171","8953485.53190801","No"
"0x4b335da11ae47d55539fa794ae5d4f08d5b27b4e","2553259.63651875","No"
"0xfec43560460e6ac9af28b0538e7aacd4c6be39d9","76542.550238029","No"
"0xede745aa28ff30d306dcab9b4fb787e4e36af265","125206.801494182","No"
"0xcc9dd673259f4171116949bb658379ffa9b8a7bd","212619.741314777","No"
"0x717b090fc229963a4bac0559afb248bacf6368a7","324140.288352001","No"
"0xf07e315f1d284098fc30c423edd00393e241a903","5000","No"
"0x9ffe58d1702c21d88b3767d584c7e1940cb8044e","347654.541367085","No"
"0xa9b033f74837117b8418698aa3625b4569fca06e","1246.623649014","No"
"0x88f484b2cd9db48adb40cc802d28a036f417c8bc","81533.653345869","No"
"0x0e51f5f1bac1c22447db880e991127cb16939522","186628.611796471","No"
"0x7048cf0df1df1119cc3ad523222b1a5d97eb89fe","10135013.6041906","No"
"0x1a66ef0d3e8dd703b52c7c6b82d6241f6c1bf062","815130.84311843","No"
"0x76948cb595e4e22317421e20802706467e5a671e","606324.887777546","No"
"0xc8b8568e7963054a00f107805f8156a7b283a6c2","222123438.319929","No"
"0x6b98423409a8842dd6b9c5d3d4f29a3d2db88d51","506790.793662419","No"
"0xb3edfc3f8f7efe5b0608e99f2562dfaf3b7fef24","441211.133982172","No"
"0xf2f03576d582d1e972c7588193fa69f88709e8ef","2080201.82701751","No"
"0x9754d94810ce7ae6b06a37df9cb81ae3b2a09af4","1007.631432006","No"
"0xde117fce60cd4143aa351d17b161186a2de7e9d8","22902.595761259","No"
"0x09a3741d22e8091a00d8041a92e7501bd069b517","411123.397395761","No"
"0x409149ea1542fba07922417b9c4d49d127269aa5","1375548.335385","No"
"0xd4f6a05c805ac8bb3d1ef1aa811883117fd246d0","151039.706169893","No"
"0x84ea32cb3780f356954d0c5dc9a632fc90944bfc","14221.232012269","No"
"0x5d1f346eeb1a6c4c2b51b43face429afc436ff6f","1950455.37346524","No"
"0x8e9c2e148c6d3b3aba7c424c6952e077fbbdbc67","200","No"
"0xe0b3b880b678c0b385923c5a8fb2cb83c4859992","115648.228365802","No"
"0x7e48606b6873b63b3f223b3cb70d2281203067b2","20000","No"
"0x8e49b61be4f02d68eb620954730b5cc74ef53b92","325482.189917635","No"
"0x1f511c1392cb92fa5d072d897404e09112dfca96","200","No"
"0xc1b101dc04da4504cf77d637d79c42a7cd911fa0","25000","No"
"0x90aad4af4c554bc3687302d61ee7294b20dd0706","805000","No"
"0x8fadee9a63becdcadd303ff500b7c2be6e0b168d","11585.892283412","No"
"0xdd1a6ee392dc02c8b47f009959aae0844265a460","77206.936344036","No"
"0x46b9d54493e6808f9312345ce5d0985873222650","1262915.37781036","No"
"0x7714e3074265e82c38367be836dd72f260aeee78","119081.746675233","No"
"0x1a4499f0d31ca4ca19064074c1ff7d12304121ac","10000","No"
"0xd5ccf62b9fbac0aea39cdbdf71fad458b8544b2a","729508.708560187","No"
"0xa4fffc757e8c4f24e7b209c033c123d20983ad40","7988582.25829007","No"
"0x4d67beafe4e77c67a4f46b405574c9702c7b88cf","16031839.5751932","No"
"0x243411424e8927367c1f211f6b492186e3af8646","34154.601","No"
"0xf19affbaa4d63444a423d4c58195cf3a2e467add","122923.341596172","No"
"0xc6b09832ce25319a2c6afb66a7505c70442ea9c0","25604.846839257","No"
"0xf9a7b84dfefe665657c1d416d75d9a4d1c252073","1015900.8285918","No"
"0x8a255f7483504d1d68b34e45aea68102cf488007","35728.447129665","No"
"0xac575fd4a8bf1d811e3b20263072d0ca35b492fd","350000","No"
"0x723ac61acbcf2c6fce5b9173f544a6c8d91297dc","2029409.22255372","No"
"0xa376dbf6173efe064131ad6cc75db2f1bad2fc8e","94941.89908603","No"
"0x226222f15d3a6d970eb27a39b5762bfee17ce007","300000","No"
"0x37fb1b86f72b52025a00445171a1a19a1e289786","221328.151529685","No"
"0xae85fa49e7b91f39da6f4a727a3bf9424a20d988","30146.1","No"
"0x17f76ab8af041436711d96924e3949a83df9f5a0","21630.206823904","No"
"0x45689583d58172777aaae44297184870e45ef621","513892.081122423","No"
"0xbf86da2d091330356abd68c5776323466ef4ffe5","60044.786162587","No"
"0xde33ea1e1d0cfe89b86e609371b12d5f89270528","10035.812849573","No"
"0x4dcf1f2830fb94a317339074960f1244ef175a2a","2255456.82804444","No"
"0x121d67bf776dd74c853961f3bd88ba0da0a381a0","38624.622763866","No"
"0x44ff279dd6fb892bbf65b701bc7d4a4ab1a8c0f0","33324387.3114813","No"
"0x2ad171aa83e2e9168c72279d82d14c2aab8d3673","311381.172963402","No"
"0xe3bea22c6840f42b0f27be1c85f3595dad6d8417","337261.177107006","No"
"0x96dd0fe033489de8f4170dfec52fdd63a5371fd1","116860.732673265","No"
"0x0ebfc6ae27f8ccab1ad3b6fd008dd04bac8b19bd","36047.763414217","No"
"0x71d95940a2e4983230fdf962872f787ecfea0e63","4801952.01880114","No"
"0x0afcaa2844549dce262a109d466631ade67c9f40","4294.9415388","No"
"0xbc1748d4ac1b80b7555d149cd637818a17c3d190","66235.506187103","No"
"0x4d8e6c5a11644c86ea1cb41092a9617148a4086e","1000","No"
"0xbf431e5ffaa73c495f8461576789030e9de51fed","1.349549288","No"
"0xd45fc9d95c276e240b590a81d8de01166b254353","5376401.211576","No"
"0x9b24663da3b4bf2e1f4f76dbfbac21780df09d47","0.0005","No"
"0xd18e66ebc72f7ecd39de7fc99daad622074c33f0","4.3E-07","No"
"0x241e2c7a7c34b35de287f7dfa53a4fbd636f5490","2572.216704803","No"
"0xbcb29e79418d13c4ad1345e64f71952c4ee27952","4000000","No"
"0x6f879aabb3c040fd78ac67067aa2479983612513","10000000","No"
"0x0ccba173c551f5bd216120ac801ab27710755f3e","11000000","No"
"0x2f9ddde1b579d25acd015b241d409e632b5c5c60","1000000","No"
"0x5816a0dfbcc57a5f877f8140ce529141b8783e7a","2627947.47376281","No"
"0x5ab8c87632431bf2fdada9206971b9dfab577739","5.933011076","No"
"0xc9e5366f1139304b585a0246b120ef13fc1cc501","1654947.35136932","No"
"0x93c1ed4b7b0e873e8553a50417c17d35f8ee73e4","42029.925727652","No"
"0x7514ae493a6f44136abcde7f0468b66f168cf0a7","3022916.06725907","No"
"0x4388aabf659ba92bba42add03639822085cc5823","29596.882011168","No"
"0xf47e77e9fa299f76dd4f2595e49d9bdf34b25cb7","646.722174001","No"
"0xbebd2424d851d6858fc1e32175e1631a962ba125","185452.079886662","No"
"0xd2c029cdd63a0dc03f49b6c44e6338eb10ebb9db","753029.485399253","No"
"0xf9aa26e55330069b81fc9370626df2fd339b25e9","13254.791453833","No"
"0xa68bc7280c4df973d2e031c2a126c5e520b86a8e","376733.728709292","No"
"0x252dc9f681d05579916e6e9212dfb6d7464d0cff","6025751.13807821","No"
"0x190fc56fe2b832e5600d127b1aa8f122f51e38fb","1000000","No"
"0x088d2a2978f7b52a749692d6a81f470b484b87f2","9092.379382662","No"
"0x9c50a77dc69148fcf3d403784c05de5a35e8c9ef","4156261","No"
"0xad0c65b3355029b1c2d9cd01dc41dcd3d1239fc5","54509.974432103","No"
"0xfe56ec29d2cf43fb8078bb9f41bad53575ff636c","33449.4537151","No"
"0x194a827e5a03ac141703c383a0defedb955a1d75","3000004.88045609","No"
"0x9e8b3ae041e86cea56b47f415fd2bc98dd618e93","282475.050655138","No"
"0x23dbc6c2eddac4cadc8f7160ade03615cda079e0","4748385.83226654","No"
"0x032a310993be3b5dd78d24e656a9ad92c0c0a10c","17416584.3960628","No"
"0x2fa1390b11970f374ad49401dd9c0e59f06bfe1f","990416.899683037","No"
"0xb5df6063c9b869b1d7e70ae2652556880435b85d","9053281","No"
"0x8f8d2da853b423e84e3f613f43ebfa4313ec3616","2050.125015354","No"
"0x016550d5eb578cc1fdc89198f45e28653aaebdc9","1019306.62068624","No"
"0x86dd6e57e3c949f02bb283bbda484170e48a6f6b","880000","No"
"0x1c9c45a890afb39b32bb5868162a6ce5c38621b2","5130961.14562076","No"
"0x4569b4472c47cbca3695c7b8894618cd701c0df3","792218.167541809","No"
"0xd4fc559bd62d02a511fa6d331d0a568ed081e079","7574360.91592049","No"
"0x2267f8d3925eadb7747212c7ac566aee44d765ce","419346.458488652","No"
"0x83364e0f51c8023507d632c69d6d200ebb8229c9","2185088.88790163","No"
"0x5485833485809fbfde65363894ce22ff80e4facd","280000","No"
"0x3e69b61ea9e0517209605f7d6ff35efbb0b5c610","500000","No"
"0x8bf5ddaec6b9f81e4c0e003507702f311b21a1ab","0.002308731","No"
"0x0dae9db6c8f64116d271c44b273bd0900fc3bdf3","7088554.26379919","No"
"0xc34818ca3e2ccf0cc6a555807cb24357314a466d","10000","No"
"0xf3c18ac02fbfedb3bb2f500035420d9186a02b42","821410.596431388","No"
"0xeb69206765eaa3cc172f1bcebf87850e254440cd","107176","No"
"0xc660735b2a496bf8942e0f04d64276f047817d2b","431060.117095843","No"
"0x934786aefff1ba0e4afe065e44ca65d437a98da8","319402.984194416","No"
"0xf00c768447835d1ecd0a19ba43795146f56416c9","72378886.150929","No"
"0x57babc3b12017300e620356eeef39164256be924","117458.328075463","No"
"0x6c7eeb08b0c2f65c54916be9247d4f21e05f2189","125631","No"
"0xf1b06fab9f6dc943a38c222f7b256e3fc5faa3a5","43827.078865532","No"
"0xb4d7781b6b71f43de3e6b0eb74342f4da729be29","3000","No"
"0xb1bb88329d0648f8faf66794e81c58e499318f3e","170913.695565614","No"
"0x03de7ebb6dd17d167b772a0655d8cf0fce4a7a67","17496282.8759039","No"
"0xba93bcf0252faa0d6a679f85890df54c288571e3","111447.570221916","No"
"0x4d3acf71d7192ecee433c065e7b539be4fece4b5","24383.51","No"
"0xfbc81a702886e257f5b5b1ed41404b7d56e94a7d","4067273.7707388","No"
"0xeb84220ff1335d49acaac4c840fec528b959aa18","397563.775457003","No"
"0x2947cfb0f7a45a21ec0ac5d0755cfff58cccbee8","5094.67033965","No"
"0xff9a611e5222df83dd6f80baa46bb36b953b4ffb","76369.735890831","No"
"0xd0b172e8314f8547d702a138fda9162f5d2c1d3c","6003.32","No"
"0x8fd1f646c92a0cffba74af324cd3cff9924176f9","1000000","No"
"0x0e4ffe8ac669ceb29dfe8e4539d6dcb4eee01ec5","266.389394441","No"
"0xcfd0aa6847143b9ac0560675c15bb4445318b5c5","27114.689492701","No"
"0xd59fb4bb3da585c278a9023935dd842bc428c6f0","14368.778922615","No"
"0xa54128b679e8322b6ec5788221ccae134716cc01","19052.208267174","No"
"0xb7ee1f24937445b1d0671d1531496c2259f3aab4","400000","No"
"0x4bae10b7b20a4f92670f03474dbdd6716d2c143f","30072.940270353","No"
"0x28ff05cc608e9c1a4ae09d023910adee5233dae1","57534.230740547","No"
"0x104cdd0deef525cc8864862a1fd8b3ed59b996bc","226432.95060748","No"
"0xfe665941757100cac5d6732b7e6d0e4b7a6aa1d4","255185.763677244","No"
"0x424c4312e554210be5ea5525206cd40489d10605","11227.839181469","No"
"0x5b0fbcd36ff33f7a9f029d50625bb99d247a742c","2555.874977467","No"
"0x1a18b35fa5d74b3d3fb457aa813d074bab64e774","18028.505402217","No"
"0x3ef3799f6b02a10ea548b52f3dae50bad53975e7","1335227.8532221","No"
"0x3d077266433f57ec95fdf15b18bacb943984e596","13037.5","No"
"0x42296e9737000c00bcda209251ad499baac9f56b","34769.951892568","No"
"0xdb86e2962f666af73b55809505f31a8f50321d35","491982.544991545","No"
"0x9f119dd357924c368c104579c0c5cffdd994cab7","10000","No"
"0xd8e5fb6bfe182be5da4af97dadac86cddaaca847","2530.032488172","No"
"0xc87abbfe619e09a4a075e4b769277a67a0485f3c","58913.256616611","No"
"0xb7fcf53425bcca5e496c13300cec135d29630902","106005.415079105","No"
"0xe1c920e65084da5d223c0554bdd6e2a398e84055","3435984.5297317","No"
"0x2e89803a2cc03ff85bee73deb3d05a52e9e705db","17669","No"
"0x6c6c21774d06273b31d418a8b331fbf48cbdd1ee","4500","No"
"0x2212cdd055a221e7071591c420bd12a534036f53","117967.625051775","No"
"0x12668e101d2b1b9c01af17a72106aacb29508ae7","21357.002204502","No"
"0x8f22b54cf576a090cbce31f0ff3220f1cd2be4a5","8.309068346","No"
"0x81c6c419ebec3058dff59ad6a3d61f4bcd5af66c","11595.274522488","No"
"0x4f0b8bef924e2846f07f17eb8ab3a9ad97c5a3e6","78144026.8589404","No"
"0x34d0e80cc44d17b4107140646e242aaec6c15055","15000","No"
"0x4819cc03214f7350f331187e6cc9ac41165307b3","129996.560947248","No"
"0x049cc134d6b98f7eb05ed1a13f3b89a2cf7a8fbc","13345.69476049","No"
"0xa0d5112b7aff8e48b393a68cd607e3e1f4b89a72","10219.937456353","No"
"0x5ae7de94e0a14076d22e626f8c73a072f3b0f4d5","90006.358359586","No"
"0xc3c06fd9e9bde0f52e7d749cd827af00a1ac3bf3","39259.968950011","No"
"0xed5ad74419acf802888381a58a4b62f00d55ec38","3392435.52461932","No"
"0xaad59b5aa6c7ed10f273090e09a30a96db6023b8","0.204493897","No"
"0xa54dfcfa5b4d034ca4c2359fcb2b4d4484d9e107","101039.674674563","No"
"0x45a8d21ea3b27c5bcd7aadfd57fefa7629ee5160","18384.300531406","No"
"0xd35425d1a053e50d1d3bc670f1ea742988c166a6","1","No"
"0xc34c53e15c836a022810828b496498c851817319","20000","No"
"0x173f2b60caf8fee005433bb2ce2f3e769e577e43","37309.093147536","No"
"0xf0dd6ffa32134dbcee7a37f9b7eb36b125e8c6f6","1099005.79207176","No"
"0x05c293a7d79049bd8b74dca1972c6efa49d555b7","2634180.49567681","No"
"0x83ebc56a6ca7469ddac0246d9840dafdda814bd4","27151.976177544","No"
